missing_rate,accuracy_mean,accuracy_std,ece_mean,ece_std,gap_mean,gap_std
0.0,0.9111111111111111,0.0,0.09652668084724335,0.0,-0.05841084781943018,0.0
0.05,0.8800000000000001,0.025337231668869722,0.10580145643587317,0.01892833123845776,-0.03216294865068954,0.02247980221362374
0.1,0.8577777777777778,0.04608098078517272,0.09169400341670364,0.02652094205403231,-0.014674411269874899,0.03567936024343672
0.2,0.7911111111111111,0.025337231668869722,0.09409779146067786,0.013879394983734755,0.03832425406233149,0.028167502937899703
0.3,0.7466666666666667,0.037184890068181146,0.11055917454901573,0.023988748249941155,0.0739132894630529,0.032847981294591024
