missing_rate,accuracy_mean,accuracy_ci_low,accuracy_ci_high,ece_mean,ece_ci_low,ece_ci_high,confidence_correctness_gap_mean,confidence_correctness_gap_ci_low,confidence_correctness_gap_ci_high
0.0,0.9111111111111111,0.9111111111111111,0.9111111111111111,0.09652668084724335,0.09652668084724335,0.09652668084724335,-0.05841084781943018,-0.05841084781943018,-0.05841084781943018
0.05,0.8800000000000001,0.857777777777778,0.8977777777777778,0.10580145643587317,0.09167428539206708,0.12007961128225964,-0.03216294865068954,-0.04659137128829505,-0.012683056054583442
0.1,0.8577777777777778,0.8222222222222222,0.8934444444444444,0.09169400341670363,0.07140653960694712,0.11198146722646016,-0.014674411269874899,-0.04307739260652974,0.013728570066779943
0.2,0.7911111111111111,0.7733333333333332,0.8133333333333332,0.09409779146067784,0.08264309649600039,0.10456080848409029,0.03832425406233149,0.013945381032490989,0.05877713598691845
0.3,0.7466666666666667,0.7155555555555557,0.7733333333333333,0.11055917454901572,0.09338301825387325,0.13010823168158867,0.0739132894630529,0.04665462652422192,0.0986932682760995
