missing_rate,accuracy_mean,accuracy_ci_low,accuracy_ci_high,ece_mean,ece_ci_low,ece_ci_high,confidence_correctness_gap_mean,confidence_correctness_gap_ci_low,confidence_correctness_gap_ci_high
0.0,0.9111111111111111,0.9111111111111111,0.9111111111111111,0.09652668084724335,0.09652668084724335,0.09652668084724335,-0.05841084781943018,-0.05841084781943018,-0.05841084781943018
0.05,0.9066666666666666,0.8977777777777778,0.9111111111111111,0.09444118480253216,0.0877557300330074,0.09904114352734575,-0.05632535177471902,-0.06092531049953263,-0.049639897005194264
0.1,0.8844444444444445,0.8622222222222222,0.9022222222222223,0.07515887735413543,0.055760376744118025,0.08934936121083183,-0.0369426647010642,-0.05123352818301859,-0.017343404840530985
0.2,0.8400000000000001,0.8133333333333332,0.8666666666666668,0.06872543812475532,0.056636077020019535,0.07840852511168135,0.00015314197009277385,-0.026421786098169052,0.0267280700383546
0.3,0.8177777777777777,0.8088888888888889,0.8222222222222222,0.09416091029676589,0.06996418987407904,0.11930943822927594,0.02477607250586844,0.013341813142574347,0.03421221490690558
