missing_rate,accuracy_mean,accuracy_std,ece_mean,ece_std,gap_mean,gap_std
0.0,0.9111111111111111,0.0,0.09652668084724335,0.0,-0.05841084781943018,0.0
0.05,0.9066666666666666,0.009938079899999066,0.09444118480253216,0.00723721919436369,-0.05632535177471902,0.007237219194363674
0.1,0.8844444444444445,0.024343224778007364,0.07515887735413541,0.02131543824579828,-0.0369426647010642,0.021526460546846416
0.2,0.8400000000000001,0.036514837167011094,0.06872543812475533,0.013969822335764954,0.00015314197009277385,0.0348264923987341
0.3,0.8177777777777777,0.009938079899999026,0.09416091029676588,0.03264895324901906,0.02477607250586844,0.013144661100365022
