missing_rate,accuracy_mean,accuracy_ci_low,accuracy_ci_high,ece_mean,ece_ci_low,ece_ci_high,confidence_correctness_gap_mean,confidence_correctness_gap_ci_low,confidence_correctness_gap_ci_high
0.0,0.9111111111111111,0.9111111111111111,0.9111111111111111,0.09652668084724335,0.09652668084724335,0.09652668084724335,-0.05841084781943018,-0.05841084781943018,-0.05841084781943018
0.05,0.888888888888889,0.8666666666666666,0.9066666666666666,0.09643901264668496,0.08417699300275845,0.11127922512344465,-0.03684788113605355,-0.05478335164959205,-0.013530011787122742
0.1,0.8711111111111112,0.8444444444444443,0.9022222222222223,0.09082454534103704,0.07569652066540603,0.10847042071915909,-0.01819909377000086,-0.03997185367557675,0.008638438704870665
0.2,0.8355555555555556,0.8088888888888889,0.8622222222222223,0.08013525166514007,0.05542433463082268,0.10447049171920482,0.018205711050142504,-0.005578652051659175,0.0428258770449987
0.3,0.7955555555555556,0.7777777777777778,0.8133333333333332,0.08531324218976456,0.05571079623792911,0.10859274657555076,0.062404908550365956,0.04080769442126604,0.08254007616204687
