missing_rate,accuracy_mean,accuracy_std,ece_mean,ece_std,gap_mean,gap_std
0.0,0.9111111111111111,0.0,0.09652668084724335,0.0,-0.05841084781943018,0.0
0.05,0.888888888888889,0.027216552697590855,0.09643901264668497,0.01846012295439329,-0.03684788113605355,0.026582874707929815
0.1,0.8711111111111111,0.03651483716701107,0.09082454534103704,0.021379522742113417,-0.01819909377000086,0.031169193202396587
0.2,0.8355555555555556,0.033701668640229096,0.08013525166514006,0.032916713769402695,0.018205711050142504,0.03136606452320267
0.3,0.7955555555555556,0.02434322477800737,0.08531324218976458,0.03309234723887114,0.062404908550365956,0.02743913322219185
